Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
Lincoln,,Industrial Machinery & Equipment,2100,$629M,,Detroit,,,,,,,,,,,,,,,,1914,,2026-03-03,Multi-Source Enrichment + Estimated,30082062,Clean
Lincoln Industrial,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,lincolnindustrial.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,22676129,Clean
Linde Advanced Material Technologies,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1325927311,Clean
Linde Material Handling,,Industrial Machinery & Equipment,13000,$629M,,Aschaffenburg,,,,,,,,,linde-mh.it,,,,,,,2006,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,1144153609,Clean
Lindsayca,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,lindsayca.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,359769821,Clean
Linear Technology,,Electronics,3800,$636M,,Milpitas,,,,,,,,,,,,,,,,1981,,2026-03-03,Multi-Source Enrichment + Estimated,69535543,Clean
Link Engineering,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,71189810,Clean
Lithonia Lighting,,Electronics,2661,$636M,,,,,,,,,,,lithonialighting.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,63263150,Clean
Little Sioux Corn Processors,,Food & Beverage,2554,$155.0M,,,,,,,,,,,littlesiouxcornprocessors.com,,,,,,,2003,,2026-03-03,Multi-Source Enrichment + Estimated,69863834,Clean
LJUNGSTRÖM,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,461238460,Clean
LKQ Refinish,,Automotive Parts,3200,$739M,,,,,,,,,,,lkqrefinish.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,5000056363,Clean
LMS Fragrances,,"Cosmetics, Beauty Supply & Personal Care Products",3000,$942M,,,,,,,,,,,lmsfragrances.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,117326688,Clean
LNK,,Industrial Machinery & Equipment,2100,$629M,,Riga,,,,,,,,,lnk.com,,,,,,,1991,,2026-03-03,Multi-Source Enrichment + Estimated,347601954,Clean
Loar Group,,Aerospace & Defense,2692,$496M,,"White Plains, NY",,,,,,,,,,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,355935634,Clean
Louisiana-Pacific Corporation,,Building Materials,2400,$2.7B,,"Nashville, TN",,,,,,,,,lpcorp.com,,,,,,,1973,Public,2026-03-03,Multi-Source Enrichment + Estimated,23134467,Clean
Loxo Oncology,,Pharmaceuticals,2288,$716M,,,,,,,,,,,loxooncology.com,,,,,,,2014,,2026-03-03,Multi-Source Enrichment + Estimated,369773391,Clean
LS Industrial Systems,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,1962,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,357239759,Clean
LS Injection Molding Machine North America,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1319958149,Clean
Lucknow Metro Rail,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,lucknowmetrorail.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,370038837,Clean
Lufkin,,Industrial Machinery & Equipment,831,$629M,,"Missouri City, Texas",,,,,,,,,lufkin.com,,,,,,,1902,Private,2026-03-03,Multi-Source Enrichment + Estimated,105547264,Clean
Lufthansa Technik Component Services,,Aerospace & Defense,2692,$1.0B,,,,,,,,,,,,,,,,,,1995,,2026-03-03,Multi-Source Enrichment + Estimated,1207092943,Clean
Lumileds,,Electronics,2661,$636M,,Schiphol-Zuidoost,,,,,,,,,lumileds.com,,,,,,,1999,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,23249435,Clean
Lummus Technology,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,lummustechnology.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1274413338,Clean
Luxfer Group,,Industrial Machinery & Equipment,1350,$385M,,"Manchester, X0",,,,,,,,,luxfer.com,,,,,,,2012,Public,2026-03-03,Multi-Source Enrichment,75763920,Clean
LYCRA,,Textiles & Apparel,3200,$971M,,,,,,,,,,,lycra.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,23314470,Clean
Lydall,,Textiles & Apparel,3200,$971M,,,,,,,,,,,lydall.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,51627431,Clean
Lyfe Group,,Industrial Machinery & Equipment,44,$1.2M,,,,,,,,,,,lyfe.com,,,,,,,2003,,2026-03-03,Multi-Source Enrichment,558040425,Clean
Lyons Magnus,,Food & Beverage,2554,$908M,,,,,,,,,,,lyonsmagnus.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,73076287,Clean
Lödige,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,53612078,Clean
M+A Matting,,Textiles & Apparel,3200,$971M,,,,,,,,,,,mamatting.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,452699365,Clean
Mac Carpet USA,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,351291714,Clean
MacDermid Envio,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,macdermidenvio.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,35508143,Clean
Mack Molding,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,71535749,Clean
Mack Technologies,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,58803703,Clean
MacLean Power Systems,,Energy,2901,$1.1B,,,,,,,,,,,macleanpowersystems.com,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,73238667,Clean
Mactac,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,mactac.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,23429362,Clean
Macy's Systems and Technology,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1238488060,Clean
Mad Engine,,Textiles & Apparel,3200,$971M,,,,,,,,,,,madengine.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,71664591,Clean
Mag Layers USA,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,69354539,Clean
MAGELLAN,,Aerospace & Defense,2692,$1.0B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,565806850,Clean
Magic Leap,,Electronics,2661,$636M,,Plantation,,,,,,,,,magicleap.com,,,,,,,2010,Private,2026-03-03,Multi-Source Enrichment + Estimated,355637871,Clean
Magid,,Textiles & Apparel,3200,$971M,,,,,,,,,,,magid.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,59034102,Clean
"Magnequench, Inc",,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,23495759,Clean
Magnera,,"Plastic, Packaging & Containers",2980,$3.2B,,"Charlotte, NC",,,,,,,,,magnera.com,,,,,,,,Public,2026-03-03,Multi-Source Enrichment,5000051060,Clean
MAHLE Behr Dayton,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,345828133,Clean
Maidenform,,Textiles & Apparel,3200,$971M,,,,,,,,,,,maidenform.com,,,,,,,1922,Private,2026-03-03,Multi-Source Enrichment + Estimated,174801456,Clean
Majestic Steel USA,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,1981,,2026-03-03,Multi-Source Enrichment + Estimated,59197461,Clean
Maker's Pride,,Food & Beverage,2554,$908M,,,,,,,,,,,makerspride.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,5000062219,Clean
Maliban Usa,,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1245271626,Clean
Malibu,,Motor Vehicles,2704,$716M,,,,,,,,,,,malibu.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,23609487,Clean
Mallinckrodt Pharmaceuticals,,Pharmaceuticals,2288,$3.2B,,United States,,,,,,,,,mallinckrodt.com,,,,,,,2013,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,1277011522,Clean
Malnove,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,malnove.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,62901020,Clean
Malouf Companies,,Furniture,3050,$747M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1307564534,Clean
Manufacturers Industrial Group,,Industrial Machinery & Equipment,100,$629M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,74188848,Clean
Maplehurst,,Food & Beverage,2554,$908M,,,,,,,,,,,maplehurst.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,23724217,Clean
Mar-Jac Poultry,,Food & Beverage,2554,$17.0M,,"Maysville, Georgia",,,,,,,,,marjacpoultry.com,,,,,,,1985,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,1121794675,Clean
Marcal,,Pulp & Paper,3124,$866M,,,,,,,,,,,marcal.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,23741722,Clean
Maretron,,Electronics,2661,$636M,,,,,,,,,,,maretron.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,6832211,Clean
Marketing Alliance Group,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,marketing-alliance.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,9819712,Clean
Markwins Beauty Brands,,"Cosmetics, Beauty Supply & Personal Care Products",3000,$942M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,23855749,Clean
MarquipWardUnited,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,marquipwardunited.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,52841677,Clean
Martin Sprocket & Gear,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,66161667,Clean
Masco Cabinetry,,Furniture,18000,$747M,,,,,,,,,,,masco.com,,,,,,,1929,,2026-03-03,Multi-Source Enrichment + Estimated,344970151,Clean
"Material Handling Technologies, Inc",,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,75220982,Clean
Mattress Firm,,Furniture,3050,$747M,,Houston,,,,,,,,,mattressfirm.com,,,,,,,1986,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,49907321,Clean
MAUI JIM,,Textiles & Apparel,3200,$971M,,,,,,,,,,,maui-jim.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,75351311,Clean
Max GXL,,Health & Nutrition Products,1707,$607M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1278972570,Clean
Maxcess International,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,maxcess.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,53298369,Clean
Maxon,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,maxon.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,24085499,Clean
Maxtor,,Electronics,2661,$636M,,Milpitas,,,,,,,,,maxtor.com,,,,,,,1982,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,38586198,Clean
Maxwood Furniture,,Furniture,131,$747M,,,,,,,,,,,maxwoodfurniture.com,,,,,,,2003,,2026-03-03,Multi-Source Enrichment + Estimated,366151165,Clean
Mayco International,,Automotive Parts,3200,$739M,,,,,,,,,,,mayco.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,345080878,Clean
Mayer Electric Supply,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,2010,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,46892268,Clean
Maytag,,Appliances,2623,$796M,,,,,,,,,,,maytag.com,,,,,,,1893,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,36046034,Clean
Maytronics,,Sporting Goods,1543,$488M,,,,,,,,,,,maytronics.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,33605114,Clean
MBDA,,Aerospace & Defense,2692,$1.0B,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,558740230,Clean
McCormick & Company,,Food & Beverage,2554,$6.8B,,"Hunt Valley, MD",,,,,,,,,mccormickcorporation.com,,,,,,,1669,Public,2026-03-03,Multi-Source Enrichment + Estimated,42468734,Clean
McCorvey,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mccorvey.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,75681830,Clean
McDaniel Resource Group,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mcdaniel.com,,,,,,,1867,,2026-03-03,Multi-Source Enrichment + Estimated,1130292558,Clean
McDermottMetalWorks,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mcdermottmetalworks.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,472534171,Clean
McMaster-Carr,,Machinery,2000,$1.0B,,"Elmhurst, Illinois",,,,,,,,,www.mcmaster.com,,,,,,,,,2026-02-25,ZoomInfo,24248529,Clean
McNational,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mcnational.com,,,,,,,2009,,2026-03-03,Multi-Source Enrichment + Estimated,370541303,Clean
MeadWestvaco,,"Plastic, Packaging & Containers",100000,$576M,,Richmond,,,,,,,,,,,,,,,,1846,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,24282133,Clean
Measurement Specialties,,Test & Measurement Equipment,2270,$700M,,,,,,,,,,,measurement.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,35967877,Clean
MECO,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,meco.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,53774926,Clean
Medical,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,medical.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1113308126,Clean
MedPlast,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,medplast.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,351233971,Clean
Mega Garments,,Textiles & Apparel,3200,$971M,,,,,,,,,,,megagarments.com,,,,,,,2000,,2026-03-03,Multi-Source Enrichment + Estimated,542875361,Clean
Mega Techway,,Electronics,2661,$636M,,,,,,,,,,,megatechway.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,357834823,Clean
Megadyne Group,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,megadyne.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,358042959,Clean
MegaMex Foods,,Food & Beverage,2554,$908M,,,,,,,,,,,megamexfoods.com,,,,,,,1891,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,346561857,Clean
MEGMEET USA,,Electronics,95,$636M,,,,,,,,,,,megmeetusa.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,371788895,Clean
Melano Pharma,,Pharmaceuticals,2288,$716M,,,,,,,,,,,melanopharma.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,456193063,Clean
Mellanox Technologies,,Electronics,2661,$636M,,Haifa,,,,,,,,,mellanox.com,,,,,,,1999,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,24477911,Clean
Menasha Corporation,,"Plastic, Packaging & Containers",2000,$576M,,,,,,,,,,,menasha.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,521416751,Clean
Mentergy,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mentergy.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,24543449,Clean
Mentis,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,mentis.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,478926260,Clean
Mercedes-Benz U.S. International,,Motor Vehicles,2704,$716M,,Vance,,,,,,,,,mbusi.com,,,,,,,1993,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,348651086,Clean
Mercedes-Benz USA,,Motor Vehicles,2704,$716M,,Dunwoody,,,,,,,,,mbusa.com,,,,,,,1965,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,29757559,Clean
Merial,,Pharmaceuticals,2288,$716M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,536703987,Clean
Merial,,Pharmaceuticals,2288,$716M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,24593044,Clean
Merit Medical,,Medical Devices & Equipment,2495,$1.5B,,"South Jordan, UT",,,,,,,,,meritmedical.com,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,72648521,Clean
Merit OEM,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,meritoem.com,,,,,,,1997,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,395994887,Clean
Messer Americas,,Chemicals & Related Products,5000,$4.8B,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment,474257895,Clean
Messer Cutting Systems,,Industrial Machinery & Equipment,2100,$629M,,Groß-Umstadt,,,,,,,,,,,,,,,,1898,,2026-03-03,Multi-Source Enrichment + Estimated,347805501,Clean
Metabo,,"Hand, Power & Lawn-care Tools",3500,$1.4B,,Nürtingen,,,,,,,,,metabo.com,,,,,,,1924,Private Equity,2026-03-03,Multi-Source Enrichment + Estimated,24658337,Clean
Metagenics,,Health & Nutrition Products,1707,$607M,,,,,,,,,,,metagenics.com,,,,,,,1983,,2026-03-03,Multi-Source Enrichment + Estimated,24658504,Clean
Metallus,,Industrial Machinery & Equipment,2100,$1.2B,,"Canton, OH",,,,,,,,,metallus.com,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,1334030002,Clean
Metrologic Instruments,,Test & Measurement Equipment,2270,$700M,,,,,,,,,,,metrologicinstruments.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,24724115,Clean
Mets Wood,,Building Materials,2400,$706M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,356095937,Clean
Metzeler,,Automotive Parts,3200,$739M,,Memmingen,,,,,,,,,metzeler.com,,,,,,,1863,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,24756652,Clean
Meyer,,Household Goods,3469,$1.0B,,,,,,,,,,,meyer.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,65883519,Clean
MFA Oil,,Energy,2901,$1.1B,,Columbia,,,,,,,,,mfaoil.com,,,,,,,1929,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,32834939,Clean
MFG Companies,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,25379677,Clean
MGA Entertainment,,Toys & Games,1855,$478M,,Los Angeles,,,,,,,,,,,,,,,,2005,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,48202718,Clean
MGM Transformer,,Industrial Machinery & Equipment,1500,$4.0B,,,,,,,,,,,mgmtransformer.com,,,,,,,1974,,2026-03-03,Multi-Source Enrichment,1116814938,Clean
Michael Foods,,Food & Beverage,2554,$908M,,,,,,,,,,,michaelfoods.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,62342745,Clean
Michigan Plant and Process Equipment,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,62423818,Clean
Micro Commercial Components,,Electronics,2661,$636M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,32966376,Clean
Microdyne Outsourcing,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,microdyne.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,58131669,Clean
Micronics Engineered Filtration Group Inc,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,24904132,Clean
Microsemi,,Electronics,2661,$636M,,Aliso Viejo,,,,,,,,,,,,,,,,1959,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,24904351,Clean
MicroStrain,,Test & Measurement Equipment,2270,$700M,,,,,,,,,,,microstrain.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,177849004,Clean
Microvast,,Energy,2901,$380M,,"Stafford, TX",,,,,,,,,microvast.com,,,,,,,2006,Public,2026-03-03,Multi-Source Enrichment + Estimated,346977072,Clean
Milacron,,Industrial Machinery & Equipment,2100,$629M,,Cincinnati,,,,,,,,,milacron.com,,,,,,,1970,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,24317979,Clean
Millwood,,Pulp & Paper,3124,$866M,,,,,,,,,,,millwood.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,74008032,Clean
Milton Roy,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,miltonroy.com,,,,,,,1936,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,134513408,Clean
Mindray North America,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,25100564,Clean
Minh Duong Furniture,,Furniture,3050,$747M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,351554800,Clean
Mio Technology,,Electronics,2661,$636M,,Taoyuan,,,,,,,,,,,,,,,,2005,Private,2026-03-03,Multi-Source Enrichment + Estimated,78759362,Clean
MIPS Technologies,,Electronics,2661,$636M,,Sunnyvale,,,,,,,,,mips.com,,,,,,,1984,Subsidiary,2026-03-03,Multi-Source Enrichment + Estimated,76956368,Clean
"Mission Critical Group,",,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,missioncriticalgroup.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,358062178,Clean
"Mission Foods, North America",,Food & Beverage,2554,$908M,,,,,,,,,,,,,,,,,,,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,69616489,Clean
MIT Computer Science and Artificial Intelligence Laboratory (CSAIL,,Computer Equipment & Peripherals,1743,$566M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1308440092,Clean
Mitsubishi Chemical America,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,,,,,,,,,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,1153501784,Clean
Mitsubishi Electric Automotive America,,Automotive Parts,3200,$739M,,,,,,,,,,,,,,,,,,,SUBSIDIARY,2026-03-03,Multi-Source Enrichment + Estimated,184320780,Clean
Mitsubishi Manufacturing,,Industrial Machinery & Equipment,350000,$532.6B,,Tokyo,,,,,,,,,,,,,,,,1870,PUBLIC,2026-03-03,Multi-Source Enrichment,461642120,Clean
Mitsui High-tec,,Electronics,2661,$636M,,Kitakyūshū-shi,,,,,,,,,,,,,,,,1949,PUBLIC,2026-03-03,Multi-Source Enrichment + Estimated,343883882,Clean
Mizzou Textile and Apparel Management,,Textiles & Apparel,3200,$971M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,1322479477,Clean
MMNA,,Motor Vehicles,2704,$716M,,,,,,,,,,,mmna.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,99943119,Clean
MOBIS Alabama,,Automotive Parts,3200,$739M,,,,,,,,,,,mobisalabama.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1254607312,Clean
MOCET,,Electronics,2661,$636M,,,,,,,,,,,mocet.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,355933307,Clean
Modern Masters,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,modernmasters.com,,,,,,,1962,,2026-03-03,Multi-Source Enrichment + Estimated,63668985,Clean
Modine Coatings,,Chemicals & Related Products,2997,$1.8B,,,,,,,,,,,modinecoatings.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,1181238684,Clean
Modula,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,modula.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,372683242,Clean
Mogotest,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,400546616,Clean
Mohawk Group,,Textiles & Apparel,3200,$10.8B,,"Calhoun, GA",,,,,,,,,,,,,,,,,Public,2026-03-03,Multi-Source Enrichment + Estimated,185385690,Clean
Molded Devices,,Automotive Parts,3200,$739M,,,,,,,,,,,moldeddevices.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,25379675,Clean
Molten,,Sporting Goods,1543,$488M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,56249251,Clean
Moly-Cop,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,molycop.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,372661984,Clean
Monarca Food Solutions,,Food & Beverage,2554,$908M,,,,,,,,,,,monarcafoodsolutions.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,5000062111,Clean
Monogram Food,,Food & Beverage,2554,$908M,,,,,,,,,,,monogramfood.com,,,,,,,,PRIVATE,2026-03-03,Multi-Source Enrichment + Estimated,33736043,Clean
Monsanto,,Chemicals & Related Products,25500,$15.0B,,Creve Coeur,,,,,,,,,,,,,,,,1901,Subsidiary,2026-03-03,Multi-Source Enrichment,35488576,Clean
Morgan,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,1988,,2026-03-03,Multi-Source Enrichment + Estimated,344175430,Clean
Mori Seiki,,Industrial Machinery & Equipment,757,$4.8M,,,,,,,,,,,moriseiki.com,,,,,,,1948,PUBLIC,2026-03-03,Multi-Source Enrichment,101254068,Clean
MORryde INTERNATIONAL,,Motor Vehicles,2704,$716M,,,,,,,,,,,morryde.com,,,,,,,1992,,2026-03-03,Multi-Source Enrichment + Estimated,52969998,Clean
Morton MetalCraft,,Industrial Machinery & Equipment,2100,$629M,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo + Estimated,137413454,Clean
Motic Digital Pathology,,Medical Devices & Equipment,2495,$600M,,,,,,,,,,,moticdigitalpathology.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,547122003,Clean
Motorboss,,Motor Vehicles,2704,$716M,,,,,,,,,,,motorboss.com,,,,,,,,,2026-03-03,Multi-Source Enrichment + Estimated,345809068,Clean
Motorola Solutions,,Electronics,18000,$6.4B,,"Chicago, IL",,,,,,,,,motorolasolutions.com,,,,,,,2011,Public,2026-03-03,Multi-Source Enrichment,348320995,Clean
