Company Name,Tier,Sub-Industry,Employees,Revenue,Locations,HQ,L&D Team Size,Key Signal,Qualification Summary,Relevant Tech Stack Detected,Competitor Platform,Why Now,News / Press Reference,Website Evidence,Website,Talking Points,Composite Score,FIT,SIGNALS,TIMING,Override,Year Founded,Ownership Type,Last Updated,Data Source Category,ZI_Company_ID,Exclusion Status
HomeBridge Financial,,Lending & Brokerage,1650,$851M,388,"Iselin, New Jersey",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,55068900,Clean
Homefinity,,,5097,$3M,,"Madison, Wisconsin",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,452567118,Clean
Homepoint Capital,,Lending & Brokerage,3200,$1.4B,,"Ann Arbor, Michigan",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,18022404,Clean
HomeServices of America,,,1750,$4.3B,18,"Edina, Minnesota",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,67898442,Clean
Hometown Lenders,,Lending & Brokerage,1300,$670M,,"Huntsville, Alabama",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,68192682,Clean
Honda Financial Services,,Banking,1382,$761M,4,"Newark, Delaware",,,,,,,,,,,,,,,,1980,PRIVATE,2026-02-25,ZoomInfo,3311302,Clean
Houlihan Lokey,,Investment Banking,2702,$2.6B,42,"Los Angeles, California",,,,,,,,,,,,,,,,1972,PUBLIC,2026-02-25,ZoomInfo,130647182,Clean
Houston Money Week,,Credit Cards & Transaction Processing,1694,$93M,1,"Houston, Texas",,,,,,,,,,,,,,,,2012,PRIVATE,2026-02-25,ZoomInfo,359513195,Clean
HSBC Holdings,,Banking,1942,$9.5B,1,"Mc Lean, Virginia",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,357734345,Clean
HSBC North America Holdings,,Banking,1669,$396M,1,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,470053537,Clean
HSBCnet,,Banking,1157,$706M,1,"Amsterdam, Ohio",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,1139249413,Clean
HTLF Bank,,Banking,1843,$575M,10,"Denver, Colorado",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,48466121,Clean
Huawei Symantec Technologies,,Credit Cards & Transaction Processing,2393,$641M,,"Cupertino, California",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,353687859,Clean
Hyper30,,Custom Software & IT Services,1000,$220M,4,"Clearwater, Florida",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,451097216,Clean
Hyundai Capital America,,Banking,1700,$876M,5,"Irvine, California",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,346125226,Clean
IBC Bank,,Banking,2103,$822M,310,"Laredo, Texas",,,,,,,,,,,,,,,,1966,PUBLIC,2026-02-25,ZoomInfo,19792081,Clean
IBEW 76 Federal Credit Union,,Banking,1246,$5M,1,"Tacoma, Washington",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1161240992,Clean
ICBC Standard Bank,,Banking,1343,$100M,1,"Central, South Carolina",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,1124616495,Clean
Idaho Central Credit Union,,Banking,1624,$406M,41,"Chubbuck, Idaho",,,,,,,,,,,,,,,,1940,PRIVATE,2026-02-25,ZoomInfo,24823050,Clean
IHI Americas,,Industrial Machinery & Equipment,1158,$514M,4,"New York City, New York",,,,,,,,,,,,,,,,1977,PRIVATE,2026-02-25,ZoomInfo,18760355,Clean
IMC,,Lending & Brokerage,1500,$361M,27,"Chicago, Illinois",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,47434004,Excluded_Name_Review
Impressive Credit,,,2255,$500M,,"New York City, New York",,,,,,,,,,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,347578868,Clean
Incenter,,Investment Banking,2000,$531M,,"Fort Washington, Pennsylvania",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,374389442,Clean
InComm Payments,,Credit Cards & Transaction Processing,3023,$1.6B,44,"Atlanta, Georgia",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,30409415,Clean
Independent Financial,,Banking,1517,$467M,,"Mc Kinney, Texas",,,,,,,,,,,,,,,,2002,PUBLIC,2026-02-25,ZoomInfo,50677478,Clean
Industrea Acquisition,,Venture Capital & Private Equity,1682,$316M,,"New York City, New York",,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,447896721,Clean
INNOVATE,,,3135,$1.1B,2,"New York City, New York",,,,,,,,,,,,,,,,1994,PUBLIC,2026-02-25,ZoomInfo,559421944,Clean
Inspira Financial,,Investment Banking,1200,$500M,1,"Oak Brook, Illinois",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,78384754,Clean
INTER BARAKA HOLDINGS,,Investment Banking,1013,$100M,1,"Dover, Delaware",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1128217359,Clean
Inter-American Development Bank,,,3135,$1.6B,2,"Washington, District of Columbia",,,,,,,,,,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,371772973,Clean
Interactive Brokers,,Lending & Brokerage,3180,$10.2B,5,"Greenwich, Connecticut",,,,,,,,,,,,,,,,1993,PUBLIC,2026-02-25,ZoomInfo,54183706,Clean
Interactive Data,,Data Collection & Internet Portals,9088,$8.2B,,"Bedford, Massachusetts",,,,,,,,,,,,,,,,1968,PRIVATE,2026-02-25,ZoomInfo,145081417,Clean
Intermex,,Credit Cards & Transaction Processing,1101,$653M,56,"Miami, Florida",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,52284835,Clean
International Finance Corporation,,Investment Banking,4000,$993M,20,"Washington, District of Columbia",,,,,,,,,,,,,,,,1956,PRIVATE,2026-02-25,ZoomInfo,19644441,Clean
International Monetary Fund,,Banking,3100,$1.6B,17,"Washington, District of Columbia",,,,,,,,,,,,,,,,1945,PRIVATE,2026-02-25,ZoomInfo,18890951,Clean
INTL FCStone,,Investment Banking,1465,$81M,,"New York City, New York",,,,,,,,,,,,,,,,1981,PUBLIC,2026-02-25,ZoomInfo,354463879,Clean
Invesco,,Investment Banking,8508,$6.4B,243,"Atlanta, Georgia",,,,,,,,,,,,,,,,1935,PUBLIC,2026-02-25,ZoomInfo,20054213,Clean
Investors Bank,,Banking,1598,$884M,,"Short Hills, New Jersey",,,,,,,,,,,,,,,,1926,PRIVATE,2026-02-25,ZoomInfo,14730170,Clean
ISC,,Investment Banking,1730,$91M,18,"Dallas, Texas",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,43044687,Clean
Itau BBA,,Investment Banking,1950,$47M,,"New York City, New York",,,,,,,,,,,,,,,,2001,PRIVATE,2026-02-25,ZoomInfo,372473188,Clean
Jack Henry,,Financial Software,7200,$2.5B,124,"Monett, Missouri",,,,,,,,,,,,,,,,1976,PUBLIC,2026-02-25,ZoomInfo,57051791,Clean
Jaldilele,,Data Collection & Internet Portals,1886,$215K,,,,,,,,,,,,,,,,,,2015,PRIVATE,2026-02-25,ZoomInfo,397562945,Clean
Jane Street,,Investment Banking,3000,$1.5B,20,"New York City, New York",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,62524305,Excluded_ZI_Match
Janney Montgomery Scott,,Investment Banking,2300,$999M,191,"Philadelphia, Pennsylvania",,,,,,,,,,,,,,,,1832,PRIVATE,2026-02-25,ZoomInfo,54675510,Clean
JCB,,Credit Cards & Transaction Processing,4379,$2.8B,2,"Honolulu, Hawaii",,,,,,,,,,,,,,,,1961,PRIVATE,2026-02-25,ZoomInfo,356986898,Clean
Jefferies,,Investment Banking,7787,$7.3B,47,"New York City, New York",,,,,,,,,,,,,,,,1962,PUBLIC,2026-02-25,ZoomInfo,42747577,Clean
JHA Money Center,,,1944,$100M,1,"Allen, Texas",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,369364812,Clean
Jones Capital,,Venture Capital & Private Equity,1000,$481M,37,"Houston, Texas",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,61670637,Clean
Julius Baer,,Investment Banking,1462,$251M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,536264539,Clean
Jump Trading,,Lending & Brokerage,1847,$952M,5,"Chicago, Illinois",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,49071961,Clean
Kairos Technologies,,Venture Capital & Private Equity,1050,$248M,7,"Irving, Texas",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,448033279,Clean
Kansas Air Guard Credit Union,,,1958,$6M,,"Topeka, Kansas",,,,,,,,,,,,,,,,1958,PRIVATE,2026-02-25,ZoomInfo,440996555,Clean
Kar Auction Services,,Auctions,9600,$2.2B,,"Carmel, Indiana",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,344745137,Clean
KENDA Systems,,Information & Document Management,2372,$214M,,"Londonderry, New Hampshire",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,65177403,Clean
kgb,,Venture Capital & Private Equity,2333,$1.4B,15,"New York City, New York",,,,,,,,,,,,,,,,1992,PRIVATE,2026-02-25,ZoomInfo,152797866,Clean
KKR,,Venture Capital & Private Equity,4834,$19.2B,15,"New York City, New York",,,,,,,,,,,,,,,,1976,PUBLIC,2026-02-25,ZoomInfo,21594456,Clean
Kodiak Building Partners,,Venture Capital & Private Equity,6500,$3.1B,28,"Highlands Ranch, Colorado",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,348208068,Clean
Koniag,,Venture Capital & Private Equity,1042,$226M,12,"Kodiak, Alaska",,,,,,,,,,,,,,,,1972,PRIVATE,2026-02-25,ZoomInfo,21709302,Clean
Ladenburg Thalmann,,Investment Banking,1510,$1.5B,28,"Miami, Florida",,,,,,,,,,,,,,,,1876,PUBLIC,2026-02-25,ZoomInfo,21971156,Clean
Lake Michigan Credit Union,,Banking,1600,$397M,85,"Grand Rapids, Michigan",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,55365499,Clean
Landmark Credit Union,,Banking,1000,$223M,48,"Brookfield, Wisconsin",,,,,,,,,,,,,,,,1933,PRIVATE,2026-02-25,ZoomInfo,69228142,Clean
Latvian Central Depository JSC,,Lending & Brokerage,1580,$263M,1,"Riga, Michigan",,,,,,,,,,,,,,,,1993,PRIVATE,2026-02-25,ZoomInfo,1143789433,Clean
Lazard,,Investment Banking,3332,$3.1B,30,"New York City, New York",,,,,,,,,,,,,,,,1848,PUBLIC,2026-02-25,ZoomInfo,46204675,Clean
Lazard Asset Management,,Investment Banking,1100,$567M,11,"New York City, New York",,,,,,,,,,,,,,,,1970,PRIVATE,2026-02-25,ZoomInfo,351725278,Clean
"LDWholesale, a division of loanDepot, LLC, NMLS ID 174457",,Lending & Brokerage,5200,$2.7B,,"Foothill Ranch, California",,,,,,,,,,,,,,,,2014,PRIVATE,2026-02-25,ZoomInfo,371558337,Clean
Legend Investments,,Venture Capital & Private Equity,1773,$921K,12,"Gainesville, Florida",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,70239561,Clean
Legg Mason,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,479318126,Clean
LendingClub,,Banking,1068,$999M,20,"San Francisco, California",,,,,,,,,,,,,,,,2006,PUBLIC,2026-02-25,ZoomInfo,166904392,Clean
LendingKarma,,Banking,1663,$310M,,"San Francisco, California",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,347277457,Clean
Lendmark Financial Services,,Lending & Brokerage,2300,$1.0B,399,"Lawrenceville, Georgia",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,29804040,Clean
Lennar Mortgage,,Lending & Brokerage,1300,$619M,2,"Miami, Florida",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,534990535,Clean
Liberty All-Star Equity Fund,,Investment Banking,1434,$401M,5,"Denver, Colorado",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,66800786,Clean
Liljedahl Group,,,2562,$115M,2,"Amelia Court House, Virginia",,,,,,,,,,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,358678909,Clean
LinkShare,,Lending & Brokerage,1441,$268M,,"New York City, New York",,,,,,,,,,,,,,,,1996,PRIVATE,2026-02-25,ZoomInfo,69601238,Clean
Lipper Leaders,,Investment Banking,2703,$599M,,,,,,,,,,,,,,,,,,1995,PRIVATE,2026-02-25,ZoomInfo,1214404208,Clean
Litton Loan Servicing,,Banking,3386,$713M,,"Houston, Texas",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,41485790,Clean
Live Oak Bank,,Banking,1008,$936M,14,"Wilmington, North Carolina",,,,,,,,,,,,,,,,2008,PUBLIC,2026-02-25,ZoomInfo,354114331,Clean
Live Ventures,,Venture Capital & Private Equity,1366,$442M,2,"Las Vegas, Nevada",,,,,,,,,,,,,,,,1968,PUBLIC,2026-02-25,ZoomInfo,483114362,Clean
LoanCare,,Banking,1200,$619M,9,"Virginia Beach, Virginia",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,63505683,Clean
loanDepot,,Lending & Brokerage,4553,$1.1B,324,"Irvine, California",,,,,,,,,,,,,,,,2010,PUBLIC,2026-02-25,ZoomInfo,346347271,Clean
Local 697 FCU,,Banking,3150,$179M,1,"Merrillville, Indiana",,,,,,,,,,,,,,,,1959,PRIVATE,2026-02-25,ZoomInfo,352246595,Clean
Long Island Home,,,1515,$47M,,"East Hampton, New York",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,347758171,Clean
LPT Realty,,,5528,$5.7B,3,"Lake Mary, Florida",,,,,,,,,,,,,,,,2021,PRIVATE,2026-02-25,ZoomInfo,90294120,Clean
Lyconet,,Banking,1974,$109M,3,"Fort Lauderdale, Florida",,,,,,,,,,,,,,,,2018,PRIVATE,2026-02-25,ZoomInfo,457078787,Clean
Machhapuchchhre Bank,,Banking,1500,$7M,2,"New York City, New York",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,354303984,Clean
Main Street Bank,,Banking,1769,$79M,,"Cedar Rapids, Iowa",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,356018474,Clean
Managed Wealth Financial,,Investment Banking,1613,$45M,22,"South Jordan, Utah",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,356813768,Clean
Marcus,,Banking,4316,$41.5B,2,"New York City, New York",,,,,,,,,,,,,,,,2016,PRIVATE,2026-02-25,ZoomInfo,407474036,Clean
Mariner Finance,,Banking,1322,$682M,558,"Nottingham, Maryland",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,346636260,Clean
Mastercard,,Banking,1011,$159M,2,"Miami, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1213803336,Clean
Mastercard International,,Credit Cards & Transaction Processing,1016,$252M,1,"Miami, Florida",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1213118515,Clean
MB Financial,,Banking,3486,$929M,,"Chicago, Illinois",,,,,,,,,,,,,,,,1911,PRIVATE,2026-02-25,ZoomInfo,101778385,Clean
McDowell Capital,,Venture Capital & Private Equity,1742,$461M,,"Portland, Oregon",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,346412972,Clean
Members 1st Federal Credit Union,,Banking,1126,$228M,57,"Enola, Pennsylvania",,,,,,,,,,,,,,,,1950,PRIVATE,2026-02-25,ZoomInfo,1142334405,Clean
Members 1st Investment Services,,Banking,1151,$231M,1,"Mechanicsburg, Pennsylvania",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,61507136,Clean
Mercantile Bank,,Banking,4237,$23M,,"Greenville, South Carolina",,,,,,,,,,,,,,,,1999,PRIVATE,2026-02-25,ZoomInfo,179258197,Clean
Mercedes-Benz Financial Services USA,,Lending & Brokerage,1480,$80M,17,"Farmington, Michigan",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,480039054,Clean
Mercer Advisors,,Investment Banking,1530,$789M,77,"Denver, Colorado",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,76874981,Clean
Merrill Edge,,Investment Banking,2055,$1.1B,2,"Wichita, Kansas",,,,,,,,,,,,,,,,2010,PRIVATE,2026-02-25,ZoomInfo,419292929,Clean
Mesirow Financial,,Investment Banking,1053,$543M,48,"Chicago, Illinois",,,,,,,,,,,,,,,,1937,PRIVATE,2026-02-25,ZoomInfo,24642303,Clean
Metavante,,Credit Cards & Transaction Processing,5679,$852M,,"Milwaukee, Wisconsin",,,,,,,,,,,,,,,,1964,PRIVATE,2026-02-25,ZoomInfo,24690792,Clean
MetLife Investment Management,,Venture Capital & Private Equity,1000,$516M,1,"Whippany, New Jersey",,,,,,,,,,,,,,,,1868,PRIVATE,2026-02-25,ZoomInfo,559785894,Clean
Metronec,,Venture Capital & Private Equity,2164,$609M,,Arkansas,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,372399952,Clean
MFS Investment Management,,Investment Banking,2121,$1.1B,93,"Boston, Massachusetts",,,,,,,,,,,,,,,,1924,PUBLIC,2026-02-25,ZoomInfo,24773339,Clean
Mid-America Apartment Communities,,,2507,$2.2B,405,"Germantown, Tennessee",,,,,,,,,,,,,,,,1977,PUBLIC,2026-02-25,ZoomInfo,94262553,Clean
MidFirst Bank,,Banking,3318,$2.1B,107,"Oklahoma City, Oklahoma",,,,,,,,,,,,,,,,1982,PRIVATE,2026-02-25,ZoomInfo,24969257,Clean
MIDFLORIDA,,Banking,1400,$414M,86,"Lakeland, Florida",,,,,,,,,,,,,,,,1954,PRIVATE,2026-02-25,ZoomInfo,343627164,Clean
Midland Credit Management,,Debt Collection,4000,$2.1B,31,"San Diego, California",,,,,,,,,,,,,,,,1953,PRIVATE,2026-02-25,ZoomInfo,1244869090,Clean
Millennium Management Global Investment,,Investment Banking,5800,$2.8B,74,"New York City, New York",,,,,,,,,,,,,,,,1989,PRIVATE,2026-02-25,ZoomInfo,178979282,Clean
Mirus Futures,,Lending & Brokerage,2265,$499M,,"Chicago, Illinois",,,,,,,,,,,,,,,,2004,PRIVATE,2026-02-25,ZoomInfo,66962400,Clean
MitraQSR,,Restaurants,5300,$292M,12,"Plano, Texas",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,355392817,Clean
Mizuho Americas,,Banking,3650,$4.9B,3,"New York City, New York",,,,,,,,,,,,,,,,2002,PRIVATE,2026-02-25,ZoomInfo,150520429,Clean
Mizuho Bank,,Banking,9237,$430M,,"New York City, New York",,,,,,,,,,,,,,,,2006,PRIVATE,2026-02-25,ZoomInfo,346336156,Clean
Moder Solutions,,Lending & Brokerage,5000,$2.6B,2,"Fort Lauderdale, Florida",,,,,,,,,,,,,,,,2020,PRIVATE,2026-02-25,ZoomInfo,1321651281,Clean
Moelis & Co,,Investment Banking,1308,$1.5B,21,"New York City, New York",,,,,,,,,,,,,,,,2007,PUBLIC,2026-02-25,ZoomInfo,346608487,Excluded_ZI_Match
MOHELA,,Lending & Brokerage,2000,$377M,5,"Chesterfield, Missouri",,,,,,,,,,,,,,,,1981,PRIVATE,2026-02-25,ZoomInfo,25379186,Clean
MoneyGram,,Credit Cards & Transaction Processing,4150,$2.1B,215,"Dallas, Texas",,,,,,,,,,,,,,,,1940,PRIVATE,2026-02-25,ZoomInfo,25428225,Clean
Moody's Analytics,,Data Collection & Internet Portals,3287,$238M,,"New York City, New York",,,,,,,,,,,,,,,,1986,PRIVATE,2026-02-25,ZoomInfo,559692383,Clean
Morgan Keegan,,Investment Banking,1053,$149M,,"Minneapolis, Minnesota",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,529734320,Clean
"Morgan Stanley Private Bank, National Association",,Banking,1299,$6M,1,"Purchase, New York",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1280018976,Clean
Mortgage Connect,,Banking,2000,$531M,19,"Coraopolis, Pennsylvania",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,348221438,Clean
Mortgage Note Buyers,,Credit Cards & Transaction Processing,1494,$328M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,346010406,Clean
Mount Sterling National Bank,,Banking,1429,$1.1B,142,"Mount Sterling, Kentucky",,,,,,,,,,,,,,,,1991,PRIVATE,2026-02-25,ZoomInfo,566163113,Clean
Mountain America Credit Union,,Banking,3800,$943M,126,"Sandy, Utah",,,,,,,,,,,,,,,,1934,PRIVATE,2026-02-25,ZoomInfo,116654979,Clean
Movement Mortgage,,Lending & Brokerage,4500,$2.2B,704,"Fort Mill, South Carolina",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,356448241,Clean
Mr Cooper,,Lending & Brokerage,8000,$3.8B,4,"Dallas, Texas",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,1126613703,Clean
Mr. Cooper Group,,Lending & Brokerage,7900,$2.2B,,"Coppell, Texas",,,,,,,,,,,,,,,,1994,PRIVATE,2026-02-25,ZoomInfo,518833000,Clean
MSCI,,Investment Banking,6268,$3.1B,28,"New York City, New York",,,,,,,,,,,,,,,,1969,PUBLIC,2026-02-25,ZoomInfo,344424544,Clean
MSU Federal Credit Union,,Banking,1300,$498M,13,"East Lansing, Michigan",,,,,,,,,,,,,,,,1937,PRIVATE,2026-02-25,ZoomInfo,502574158,Clean
MUFG Investor Services,,Banking,2395,$595M,9,"New York City, New York",,,,,,,,,,,,,,,,2013,PRIVATE,2026-02-25,ZoomInfo,369352116,Clean
Murex,,Lending & Brokerage,2838,$158M,22,"Plano, Texas",,,,,,,,,,,,,,,,1990,PRIVATE,2026-02-25,ZoomInfo,25919534,Clean
Muriel Siebert & Co,,,,,,,,,,,,,,,,,,,,,,,,2026-02-25,ZoomInfo,34373872,Clean
Mutual of Omaha,,,6000,$11.1B,86,"Omaha, Nebraska",,,,,,,,,,,,,,,,1909,PRIVATE,2026-02-25,ZoomInfo,71911476,Clean
Mutual of Omaha Bank,,Banking,1394,$182M,28,"Omaha, Nebraska",,,,,,,,,,,,,,,,2007,PRIVATE,2026-02-25,ZoomInfo,478930958,Clean
Nasdaq,,Investment Banking,9162,$8.3B,30,"New York City, New York",,,,,,,,,,,,,,,,1971,PUBLIC,2026-02-25,ZoomInfo,26214581,Clean
National Bank Holdings,,Banking,1259,$398M,22,"Greenwood Village, Colorado",,,,,,,,,,,,,,,,2009,PUBLIC,2026-02-25,ZoomInfo,347540764,Clean
National Bank of Arizona,,Banking,2054,$281M,85,"Phoenix, Arizona",,,,,,,,,,,,,,,,1984,PRIVATE,2026-02-25,ZoomInfo,82627599,Clean
National Capital Healthcare Executives (NCHE,,Venture Capital & Private Equity,5550,$2.7B,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1324578435,Clean
National Debt Relief,,Credit Cards & Transaction Processing,1158,$597M,23,"New York City, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,35177611,Clean
National Holdings,,Investment Banking,1093,$191M,1,"New York City, New York",,,,,,,,,,,,,,,,1988,PRIVATE,2026-02-25,ZoomInfo,1135317633,Clean
National Penn Bank,,Banking,1701,$83M,,"Boyertown, Pennsylvania",,,,,,,,,,,,,,,,1874,PRIVATE,2026-02-25,ZoomInfo,46892102,Clean
National Power Supply,,Industrial Machinery & Equipment,1151,$38M,1,"Yakima, Washington",,,,,,,,,,,,,,,,2000,PRIVATE,2026-02-25,ZoomInfo,353766370,Clean
National Storage Affiliates Trust,,Venture Capital & Private Equity,1466,$742M,7,"Greenwood Village, Colorado",,,,,,,,,,,,,,,,2013,PUBLIC,2026-02-25,ZoomInfo,359358322,Clean
Nationstar Mortgage,,Lending & Brokerage,9000,$6.4B,,"Coppell, Texas",,,,,,,,,,,,,,,,1994,PUBLIC,2026-02-25,ZoomInfo,415492193,Clean
Navient,,Lending & Brokerage,2100,$610M,5,"Herndon, Virginia",,,,,,,,,,,,,,,,2014,PUBLIC,2026-02-25,ZoomInfo,170934990,Clean
Navika Capital Group,,Venture Capital & Private Equity,1500,$26M,8,"Arlington, Texas",,,,,,,,,,,,,,,,2005,PRIVATE,2026-02-25,ZoomInfo,388580309,Clean
NBH Bank,,Banking,1247,$607M,39,"Greenwood Village, Colorado",,,,,,,,,,,,,,,,2011,PRIVATE,2026-02-25,ZoomInfo,564686895,Clean
NBT Bancorp,,Banking,2083,$678M,5,"Norwich, New York",,,,,,,,,,,,,,,,1856,PUBLIC,2026-02-25,ZoomInfo,101157704,Clean
NBT Bank,,Banking,1974,$720M,177,"Norwich, New York",,,,,,,,,,,,,,,,1856,PRIVATE,2026-02-25,ZoomInfo,52413482,Clean
"NCBS, a Lincoln Harris CSG",,Banking,1280,$566M,,"Memphis, Tennessee",,,,,,,,,,,,,,,,1987,PRIVATE,2026-02-25,ZoomInfo,58639121,Clean
Neuberger Berman,,Venture Capital & Private Equity,2900,$1.5B,94,"New York City, New York",,,,,,,,,,,,,,,,1939,PRIVATE,2026-02-25,ZoomInfo,27312173,Clean
New American Funding,,Lending & Brokerage,4500,$2.3B,282,"Tustin, California",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,193856060,Clean
New Horizons Bank,,Banking,2188,$78M,,"Ellijay, Georgia",,,,,,,,,,,,,,,,2003,PRIVATE,2026-02-25,ZoomInfo,85296675,Clean
New York Community Bank,,Banking,8766,$3.7B,,"Hicksville, New York",,,,,,,,,,,,,,,,1926,PRIVATE,2026-02-25,ZoomInfo,70813543,Clean
New York Stock Exchange,,Lending & Brokerage,1308,$674M,21,"New York City, New York",,,,,,,,,,,,,,,,1817,PRIVATE,2026-02-25,ZoomInfo,78185085,Clean
Newport,,Investment Banking,1450,$436M,77,"Walnut Creek, California",,,,,,,,,,,,,,,,1985,PRIVATE,2026-02-25,ZoomInfo,85689671,Clean
NewRez,,Lending & Brokerage,4114,$1.7B,42,"Fort Washington, Pennsylvania",,,,,,,,,,,,,,,,2008,PRIVATE,2026-02-25,ZoomInfo,463976986,Clean
NewSeed Advisors,,,2244,$495M,,"New York City, New York",,,,,,,,,,,,,,,,2009,PRIVATE,2026-02-25,ZoomInfo,351807046,Clean
NEXA Mortgage,,Lending & Brokerage,2100,$876M,30,"Chandler, Arizona",,,,,,,,,,,,,,,,2017,PRIVATE,2026-02-25,ZoomInfo,437610377,Clean
NFM,,Lending & Brokerage,1040,$536M,94,"Linthicum, Maryland",,,,,,,,,,,,,,,,1998,PRIVATE,2026-02-25,ZoomInfo,163431079,Clean
NFM Lending,,Lending & Brokerage,1400,$722M,1,"Linthicum, Maryland",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,1255453167,Clean
Nicolet National Bank,,Banking,1200,$225M,,"Oshkosh, Wisconsin",,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,25087442,Clean
Noooa,,Banking,1047,$211M,,,,,,,,,,,,,,,,,,,PRIVATE,2026-02-25,ZoomInfo,357858745,Clean
